ID,ชนิด,รหัสสินค้า,ชื่อ,เผยแพร่แล้ว,เป็นรายการเด่นหรือไม่,การมองเห็นในแค็ตตาล็อก,คำอธิบายแบบย่อ,รายละเอียด,วันเริ่มต้นลดราคา,วันสิ้นสุดการลดราคา,สถานะภาษี,กลุ่มภาษี,มีสินค้าในคลังสินค้า?,คลังสินค้า,สินค้าคงคลังเหลือน้อย,อนุญาตให้จองสินค้าหรือไม่,"จำกัดการขายแค่ 1 ชิ้นหรือไม่?","น้ำหนัก (กก.)","ยาว (มิลลิเมตร)","กว้าง (มิลลิเมตร)","สูง (มิลลิเมตร)",เปิดให้ผู้ใช้รีวิวสินค้า?,บันทึกในการสั่งซื้อ,ราคาที่ลด,ราคาปกติ,หมวดหมู่,ป้ายกำกับ,ประเภทการจัดส่ง,ไฟล์รูปภาพ,ลิมิตจำนวนดาวน์โหลด,วันหมดอายุดาวน์โหลด,หลัก,สินค้ากลุ่ม,Up-sells,Cross-sells,"URL ภายนอก",ข้อความของปุ่ม,ตำแหน่ง,"ชื่อคุณสมบัติ 1","ค่าคุณสมบัติ 1 ","คุณสมบัติภายนอกที่เห็นได้ 1","คุณสมบัติทั่วไป 1","Meta : _wp_page_template","Meta : woodmart_sguide_select","Meta : _woodmart_whb_header","Meta : _woodmart_product_design","Meta : _woodmart_single_product_style","Meta : _woodmart_thums_position","Meta : _woodmart_extra_position","Meta : _woodmart_main_layout","Meta : _woodmart_sidebar_width","Meta : _woodmart_custom_sidebar","Meta : product_table","Meta : eng_name","Meta : BT Type","Meta : MTA Type","Meta : L","Meta : C","Meta : Morse Taper","Meta : Inside MT","Meta : Outside MT","Meta : Clamping Range","Meta : D","Meta : NT Type","Meta : JT Type","Meta : H","Meta : Drawbar Thread","Meta : type","Meta : brand","Meta : model","Meta : Shank","Meta : Drill Chuck Type","Meta : Capacity","Meta : Taper Mount","Meta : _yoast_wpseo_title","Meta : _yoast_wpseo_metadesc","Meta : _yoast_wpseo_estimated-reading-time-minutes","Meta : _yoast_wpseo_wordproof_timestamp","Meta : woodmart_price_unit_of_measure","Meta : woodmart_total_stock_quantity","Meta : _max_price_for_range","Meta : _max_sale_price_for_range","Meta : _product_360_image_gallery","Meta : _woodmart_new_label","Meta : _woodmart_new_label_date","Meta : _woodmart_swatches_attribute","Meta : _woodmart_related_off","Meta : _woodmart_exclude_show_single_variation","Meta : _woodmart_product_video","Meta : _woodmart_product_hashtag","Meta : _woodmart_extra_content","Meta : _woodmart_product-background","Meta : _woodmart_hide_tabs_titles","Meta : _woodmart_product_custom_tab_title","Meta : _woodmart_product_custom_tab_content_type","Meta : _woodmart_product_custom_tab_content","Meta : _woodmart_product_custom_tab_html_block","Meta : _woodmart_product_custom_tab_title_2","Meta : _woodmart_product_custom_tab_content_type_2","Meta : _woodmart_product_custom_tab_content_2","Meta : _woodmart_product_custom_tab_html_block_2","Meta : _yoast_wpseo_primary_product_cat"
51173,simple,07C32-JT6,"Straight Shank Drill Chuck Holder C32 x JT6",1,0,visible,"ด้ามต่อหัวจับสว่าน สำหรับหัวจับสว่านรุ่น JT (Jacob Taper) สามารถเลือกด้ามได้ 3 รุ่น ได้แก่ ด้าม MT, ด้ามตรง, ด้าม R8.\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,326.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,SRT,1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,7,"Drill Chuck Holder",,,,,,,,,,,,,,Straight,SRT,"07MTA, 07C20, 07R8",Ø32,JT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51174,simple,07C20-MTA2,"Straight Shank Morse Taper Holder C20 MTA2",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,526.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,1,"Straight Shank MT Adaptor",,,,20,MT2,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51175,simple,07C25-MTA1,"Straight Shank Morse Taper Holder C25 MTA1",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,621.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,2,"Straight Shank MT Adaptor",,,,25,MT1,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51176,simple,07C25-MTA2,"Straight Shank Morse Taper Holder C25 MTA2",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,637.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,3,"Straight Shank MT Adaptor",,,,25,MT2,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51177,simple,07C25-MTA3,"Straight Shank Morse Taper Holder C25 MTA3",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,637.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,4,"Straight Shank MT Adaptor",,,,25,MT3,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51178,simple,07C32-MTA1,"Straight Shank Morse Taper Holder C32 MTA1",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,788.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,5,"Straight Shank MT Adaptor",,,,32,MT1,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51179,simple,07C32-MTA2,"Straight Shank Morse Taper Holder C32 MTA2",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,788.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,6,"Straight Shank MT Adaptor",,,,32,MT2,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51180,simple,07C32-MTA3,"Straight Shank Morse Taper Holder C32 MTA3",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,717.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,7,"Straight Shank MT Adaptor",,,,32,MT3,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51181,simple,07C32-MTA4,"Straight Shank Morse Taper Holder C32 MTA4",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,788.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,8,"Straight Shank MT Adaptor",,,,32,MT4,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51182,simple,07C42-MTA1,"Straight Shank Morse Taper Holder C42 MTA1",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,860.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,9,"Straight Shank MT Adaptor",,,,42,MT1,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51183,simple,07C42-MTA2,"Straight Shank Morse Taper Holder C42 MTA2",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,860.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,10,"Straight Shank MT Adaptor",,,,42,MT2,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51184,simple,07C42-MTA3,"Straight Shank Morse Taper Holder C42 MTA3",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,0,,,0,0,0.0,,,,1,,,860.0,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, hide",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,11,"Straight Shank MT Adaptor",,,,42,MT3,,,,,,,,,,"Ann Way",07C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54130,simple,,"หัวจับสว่าน เปลี่ยนเร็ว",1,0,visible,"หัวจับสว่านรุ่น Keyless Drill Chuck รุ่นเปลี่ยนเร็วใช้มือหมุน",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,https://sunrise.co.th/wp-content/uploads/2023/08/Keyless-Drill-Chuck_1.jpg,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"Keyless Drill Chuck",,,,,,,,,,,,,,,"Ann Way",07CP,,,,,"%%title%% %%sep%% Keyless Drill Chuck รุ่นเปลี่ยนเร็วใช้มือหมุน","หัวจับสว่านรุ่น Keyless Drill Chuck รุ่นเปลี่ยนเร็วใช้มือหมุน",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54197""]",,,text,,,73
54133,simple,,ด้ามต่อหัวจับสว่าน,1,0,visible,"ด้ามต่อหัวจับสว่าน สำหรับหัวจับสว่านรุ่น JT (Jacob Taper) สามารถเลือกด้ามได้ 3 รุ่น ได้แก่ ด้าม MT, ด้ามตรง, ด้าม R8.\n",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,,,,,,,,,,0,Brand,SRT,1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"Drill Chuck Holder",,,,,,,,,,,,,,,SRT,"07MTA, 07C20, 07R8",,,,,"%%title%% %%sep%% สำหรับหัวจับสว่านรุ่น JT (Jacob Taper)","Drill Chuck Holder ด้ามต่อหัวจับสว่าน สำหรับหัวจับสว่านรุ่น JT (Jacob Taper) สามารถเลือกด้ามได้ 3 รุ่น ได้แก่ ด้าม MT, ด้ามตรง, ด้าม R8.",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54200""]",,,text,,,73
54136,simple,,"ด้าม BT ต่อหัวจับสว่าน",1,0,visible,"ด้าม BT ต่อหัวจับสว่าน สำหรับหัวจับสว่านอแด็ปเตอร์ JT, สำหรับต่อเข้ากับเทเปอร์เครื่องรุ่น BT50\n",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"BT Drill Chuck Holder",,,,,,,,,,,,,,,"Ann Way",07BT,,,,,"%%title%% %%sep%% สำหรับหัวจับสว่านอแด็ปเตอร์ JT","BT Drill Chuck Holder ด้าม BT ต่อหัวจับสว่าน สำหรับหัวจับสว่านอแด็ปเตอร์ JT, สำหรับต่อเข้ากับเทเปอร์เครื่องรุ่น BT50",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54203""]",,,text,,,73
54139,simple,,"ด้าม NT ต่อหัวจับสว่าน",1,0,visible,"ด้าม NT ต่อหัวจับสว่าน สำหรับหัวจับสว่านอแด็ปเตอร์ JT, สำหรับต่อเข้ากับเทเปอร์เครื่องรุ่น NT40 , NT50\n",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"NT Drill Chuck Holder",,,,,,,,,,,,,,,"Ann Way",07NT,,,,,"%%title%% %%sep%% สำหรับหัวจับสว่านอแด็ปเตอร์ JT","NT Drill Chuck Holder ด้าม NT ต่อหัวจับสว่าน สำหรับหัวจับสว่านอแด็ปเตอร์ JT, สำหรับต่อเข้ากับเทเปอร์เครื่องรุ่น NT40 , NT50",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54206""]",,,text,,,73
54142,simple,,"หัวจับสว่านด้าม BT",1,0,visible,"หัวจับสว่านด้าม BT รุ่น APU หัวจับสว่านติดกับด้าม BT เป็นชิ้นเดียว สำหรับงานหนัก และ การเปิดความเร็วรอบสูง\n",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"BT Drill Chuck",,,,,,,,,,,,,,,"Ann Way","APU, 07BT",,,,,"%%title%% %%sep%% รุ่น APU หัวจับสว่านติดกับด้าม BT เป็นชิ้นเดียว","Drill Chuck หัวจับสว่านด้าม BT รุ่น APU หัวจับสว่านติดกับด้าม BT เป็นชิ้นเดียว สำหรับงานหนัก และ การเปิดความเร็วรอบสูง",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54210""]",,,text,,,73
54144,simple,,ปลอกสว่าน,1,0,visible,"ปลอกสว่าน ปลอกลดขนาดมอสเทเปอร์ (MT) สำหรับสวมดอกสว่านก้านมอสเทเปอร์ หรือใช้เพิ่มขนาดมอสเทเปอร์\n",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,,,,,,,,,,0,Brand,SRT,1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"Drill Sleeve",,,,,,,,,,,,,,,SRT,07MTA,,,,,"%%title%% %%sep%% สวมดอกสว่านก้านมอสเทเปอร์ หรือใช้เพิ่มขนาดมอสเทเปอร์","Drill Sleeve ปลอกสว่าน ปลอกลดขนาดมอสเทเปอร์ (MT) สำหรับสวมดอกสว่านก้านมอสเทเปอร์ หรือใช้เพิ่มขนาดมอสเทเปอร์",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54212""]",,,text,,,73
54147,simple,,"ปลอกตรงเป็น MT",1,0,visible,"ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง\n",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"Straight Shank MT Adaptor",,,,,,,,,,,,,,,"Ann Way",07C,,,,,"%%title%% %%sep%% ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง","Straight Shank MT Adaptor ปลอกตรงเป็น MT ปลอกอแด็ปเตอร์แปลงมอสเทเปอร์เป็นก้านตรง",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54215""]",,,text,,,73
54149,simple,,"ด้าม BT จับ MT",1,0,visible,"ด้าม BT ต่อหัวจับสว่านก้านเทเปอร์ MT\n",,,,taxable,,1,,,0,0,,,,,0,,,,"อุปกรณ์จับทูล > หัวจับดอกสว่าน, อุปกรณ์จับทูล","DG02, main",,,,,,,,,,,0,Brand,"Ann Way",1,1,default,none,none,inherit,inherit,inherit,after,default,default,none,,"BT-MT Holder",,,,,,,,,,,,,,,"Ann Way",07BT,,,,,"%%title%% %%sep%% ต่อหัวจับสว่านก้านเทเปอร์ MT","BT-MT Holder ด้าม BT ต่อหัวจับสว่านก้านเทเปอร์ MT",0,,,,,,,,,,,,,,,,,รายการสินค้า,text,"[product_table id=""54218""]",,,text,,,73
